id,name,price,description,image,imagetwo,category,offer,newprice,created_at,updated_at
910,SEVEN DEADLY SINS 10,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
911,SEVEN DEADLY SINS 11,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
912,SEX LOVE 01                                                                     ,425,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
913,SEX LOVE 02                                                                     ,425,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
914,SHIN MAZINGER ZERO 01                                                           ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
915,SHIN MAZINGER ZERO 02,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
916,SHIN MAZINGER ZERO 03,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
917,SHIN MAZINGER ZERO 04,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
918,SHIN MAZINGER ZERO 05,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
919,SHIN MAZINGER ZERO 06,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
920,SHIN MAZINGER ZERO 07,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
921,SHIN MAZINGER ZERO 08,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
922,SHIN MAZINGER ZERO 09,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
923,SHINSHOKU SYNDROME,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
924,SIN CITY 01: THE HARD GOODBYE                                                   ,995,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
925,SIN CITY 02: A DAME TO KILL FOR                                                 ,995,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
926,SIN CITY 03: THE BIG FAT KILL                                                   ,995,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
927,SIN CITY 04: THAT YELLOW BASTARD                                                ,995,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
928,SIN CITY 05: FAMILY VALUES                                                      ,995,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
929,"SIN CITY 06: BOOZE, BROADS & BULLETS",995,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
930,SIN CITY 07: HELL AND BACK                                                       ,995,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
931,SOLANIN,1.395,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
932,SOMOS QUINTILLIZAS 01 ,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
933,SOMOS QUINTILLIZAS 02,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
934,SOMOS QUINTILLIZAS 03,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
935,STEINS;GATE 01,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
936,STEINS;GATE 02,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
937,STEINS;GATE 03,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
938,SUNSTONE 01,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
939,SUNSTONE 02,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
940,SUNSTONE 03,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
941,SUNSTONE 04,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
942,SUNSTONE 05,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
943,SWORD ART ONLINE: AINCRAD 01                                   ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
944,SWORD ART ONLINE: AINCRAD 02                                   ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
945,SWORD ART ONLINE: FAIRY DANCE 01                                                ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
946,SWORD ART ONLINE: FAIRY DANCE 02                                                ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
947,SWORD ART ONLINE: FAIRY DANCE 03,795,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
948,TEN COUNT 01                                                                    ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
949,TEN COUNT 02                                                                    ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
950,TEN COUNT 03                                                                    ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
951,TEN COUNT 04                                                                    ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
952,TEN COUNT 05                                                                    ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
953,TEN COUNT 06                                                                    ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
954,TENJHO TENGE 01                                                                 ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
955,TENJHO TENGE 02                                                                 ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
956,TENJHO TENGE 03                                                                 ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
957,TENJHO TENGE 04                                                                 ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
958,TENJHO TENGE 05                                                                 ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
959,TENJHO TENGE 06                                                                 ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
960,TENJHO TENGE 07                                                                 ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
961,TENJHO TENGE 08                                                                 ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
962,TENJHO TENGE 09,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
963,TENJHO TENGE 10                                                                 ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
964,TENJHO TENGE 11                                                                 ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
965,TENJHO TENGE 12                                                                 ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
966,TENJHO TENGE 13                                                                 ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
967,TENJHO TENGE 14                                                                 ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
968,TENJHO TENGE 15                                                                 ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
969,TENJHO TENGE 16                                                                 ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
970,TENJHO TENGE 17                                                                 ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
971,TENJHO TENGE 18                                                                 ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
972,TENJHO TENGE 19                                                                 ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
973,TENJHO TENGE 20                                                                 ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
974,TENJHO TENGE 21                                                                 ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
975,TENJHO TENGE 22                                                ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
976,THE LEGEND OF ZELDA 01: OCARINE OF TIME (PERFECT EDITION)                       ,1.395,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
977,THE LEGEND OF ZELDA 02: ORACLE OF SEASONS / ORACLE OF AGES (PERFECT EDITION)    ,1.395,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
978,THE LEGEND OF ZELDA 03: MAJORA´S MASK / A LINK TO THE PAST,1.395,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
979,THE LEGEND OF ZELDA 04: THE MINISH CAP / PHANTOM HOURGLASS,1.395,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
980,THE MAXX 01                                                                     ,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
981,THE MAXX 02                                                                     ,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
982,THE MAXX 03                                                                     ,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
983,THE MAXX 04                                                                     ,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
984,THE MAXX 05                                                                     ,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
985,THE MAXX 06                                                                     ,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
986,THE MAXX 07,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
987,THE PROMISED NEVERLAND 01,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
988,THE PROMISED NEVERLAND 02,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
989,THE PROMISED NEVERLAND 03,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
990,THE PROMISED NEVERLAND 04,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
991,THE PROMISED NEVERLAND 05,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
992,THE PROMISED NEVERLAND 06,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
993,THE PROMISED NEVERLAND 07,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
994,THE PROMISED NEVERLAND 08,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
995,THE PROMISED NEVERLAND 09,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
996,THE PROMISED NEVERLAND 10,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
997,THE PROMISED NEVERLAND 11,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
998,THE X-FILES SEASON 10 - 01                                                      ,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
999,THE X-FILES SEASON 10 - 02                                                      ,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1000,THE X-FILES SEASON 10 - 03                                                      ,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1001,TMNT: LAS TORTUGAS NINJA 01,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1002,TMNT: LAS TORTUGAS NINJA 02,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1003,TMNT: LAS TORTUGAS NINJA 03,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1004,TMNT: LAS TORTUGAS NINJA 04,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1005,TMNT: LAS TORTUGAS NINJA 05,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1006,TMNT: LAS TORTUGAS NINJA 06,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1007,TMNT: LAS TORTUGAS NINJA 07,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1008,TMNT: LAS TORTUGAS NINJA 08,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1009,TOKYO GHOUL :RE 01                                                              ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1010,TOKYO GHOUL :RE 02,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1011,TOKYO GHOUL :RE 03,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1012,TOKYO GHOUL :RE 04,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1013,TOKYO GHOUL :RE 05,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1014,TOKYO GHOUL :RE 06,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1015,TOKYO GHOUL :RE 07,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1016,TOKYO GHOUL :RE 08,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1017,TOKYO GHOUL :RE 09,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1018,TOKYO GHOUL :RE 10,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1019,TOKYO GHOUL :RE 11,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1020,TOKYO GHOUL :RE 12,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1021,TOKYO GHOUL :RE 13,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1022,TOKYO GHOUL :RE 14,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1023,TOKYO GHOUL 01                                                                  ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1024,TOKYO GHOUL 02                                                                  ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1025,TOKYO GHOUL 03                                                                  ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1026,TOKYO GHOUL 04,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1027,TOKYO GHOUL 05                                                                  ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1028,TOKYO GHOUL 06                                                                  ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1029,TOKYO GHOUL 07                                                                  ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1030,TOKYO GHOUL 08                                                                  ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1031,TOKYO GHOUL 09                                                                  ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1032,TOKYO GHOUL 10                                                                  ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1033,TOKYO GHOUL 11                                                                  ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1034,TOKYO GHOUL 12                                                                  ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1035,TOKYO GHOUL 13                                                                  ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1036,TOKYO GHOUL 14                                                   ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1037,TRINITY BLOOD 01                                                                ,425,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1038,TRINITY BLOOD 02                                                                ,425,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1039,TRINITY BLOOD 03                                                                ,425,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1040,TRINITY BLOOD 04                                                                ,425,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1041,TRINITY BLOOD 05                                                                ,425,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1042,TRINITY BLOOD 06                                                                ,425,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1043,TRINITY BLOOD 07                                                                ,425,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1044,TRINITY BLOOD 08                                                                ,425,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1045,TRINITY BLOOD 09                                                                ,425,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1046,TRINITY BLOOD 10                                                                ,425,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1047,TRINITY BLOOD 11                                                                ,425,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1048,TRINITY SEVEN 01                                                                ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1049,TRINITY SEVEN 02                                                                ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1050,TRINITY SEVEN 03                                                                ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1051,TRINITY SEVEN 04                                                                ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1052,TRINITY SEVEN 05                                                                ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1053,TRINITY SEVEN 06                                                                ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1054,TRINITY SEVEN 07                                                                ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1055,TRINITY SEVEN 08                                                                ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1056,TRINITY SEVEN 09                                                                ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1057,TRINITY SEVEN 10                                                                ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1058,TRINITY SEVEN 11                                                                ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1059,TRINITY SEVEN 12                                                                ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1060,TRINITY SEVEN 13,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1061,UNCANNY BRAINS 01                                                               ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1062,UNCANNY BRAINS 02                                                               ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1063,UZUMAKI                                                                         ,1.145,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1064,VAMPIRE CRISIS                                                ,425,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1065,VIGILANTE: MY HERO ACADEMIA ILLEGALS 01,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1066,VIGILANTE: MY HERO ACADEMIA ILLEGALS 02,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1067,VIGILANTE: MY HERO ACADEMIA ILLEGALS 03,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1068,VIGILANTE: MY HERO ACADEMIA ILLEGALS 04,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1069,VIGILANTE: MY HERO ACADEMIA ILLEGALS 05,495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1070,XERXES,995,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1071,YOU ARE IN THE BLUE SUMMER,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1072,YOUR NAME 01,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1073,YOUR NAME 02,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1074,YOUR NAME 03                                              ,525,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1075,ZETMAN 01,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1076,ZETMAN 02,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1077,ZETMAN 03,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1078,ZETMAN 04                                                                       ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1079,ZETMAN 05                                                                       ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1080,ZETMAN 06                                                                       ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1081,ZETMAN 07                                                                       ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1082,ZETMAN 08                                                                       ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1083,ZETMAN 09                                                                       ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1084,ZETMAN 10                                                                       ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1085,ZETMAN 11                                                                       ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1086,ZETMAN 12                                                                       ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1087,ZETMAN 13                                                                       ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1088,ZETMAN 14                                                                       ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1089,ZETMAN 15                                                                       ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1090,ZETMAN 16                                                                       ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1091,ZETMAN 17                                                                       ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1092,ZETMAN 18                                                                       ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1093,ZETMAN 19                                                                       ,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1094,ZETMAN 20,445,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1095,,,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1096,,,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1097,NARUTO 60                                                                       ,450,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1098,STAR WARS MANGA 07: EL IMPERIO CONTRAATACA 03 (de 4)                            ,200,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1099,ASSASSIN'S CREED 01: TRIAL BY FIRE,600,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1100,** SEMANA ANTERIOR **,,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1101,LOCKE & KEY 01: BIENVENIDOS A LOVECRAFT ,1.020,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1102,NARUTO 14 ,400,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1103,STAR WARS MANGA: LOST STARS 02,350,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1104,WARCRAFT MANGA: FUENTE DEL SOL 02 - SOMBRAS DE HIELO,370,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1105,** PANINI comics ARGENTINA **,,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1106,AMERICA'S GOT POWERS 01                                                         ,1.380,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1107,APRENDE A DIBUJAR A MICKEY Y SUS AMIGOS A TRAVÉS DE LAS DECADAS                 ,850,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1108,BAKEMONOGATARI 01                                                               ,450,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1109,BAKEMONOGATARI 02                                                               ,450,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1110,BERSERK 01 **RE**                                                               ,450,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1111,BERSERK 02                                                                      ,450,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1112,BERSERK 03                                                                      ,450,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1113,BERSERK 04                                                                      ,450,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1114,BERSERK 05                                                                      ,450,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1115,BERSERK 06                                                                      ,450,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1116,BERSERK 07                                                                      ,450,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1117,BERSERK 10                                                                      ,450,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1118,BERSERK 11                                                                      ,450,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1119,BERSERK 12                                                                      ,450,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1120,CLAYMORE 01                                                                     ,450,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1121,COMO DIBUJAR KAWAII                                                             ,1.150,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1122,COMO DIBUJAR MANGA                                                              ,1.150,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1123,CONAN EL BARBAR0 01: LOS CLASICOS MARVEL                                        ,1.240,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1124,CONAN EL BARBAR0 02: LOS CLASICOS MARVEL                                        ,1.240,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1125,CONAN EL BARBARO 01: LA MALDICION DE LA BRUJA CARMESI                           ,230,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1126,CONAN EL BARBARO 02                                                             ,240,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1127,CONAN EL BARBARO 03                                                             ,240,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1128,CONAN EL BARBARO 04                                                             ,240,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1129,CONTRANATURA 01: EL DESPERTAR                                                   ,900,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1130,CONTRANATURA 03: RENACIMIENTO                                                   ,900,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1131,CRÓNICAS DE WORMWOOD 01                                                         ,1.150,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1132,CRÓNICAS DE WORMWOOD 02                                                         ,1.380,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1133,CROSSED 01                                                                      ,1.490,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1134,CROSSED 02                                                                      ,1.150,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1135,DC comics SUPERVILLANOS: LA HISTORIA VISUAL COMPLETA                            ,2.310,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1136,DEADPOOL: DIBUJANDO EL MERCENARIO BOCON                                         ,2.700,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1137,DRAGONERO 01: LA SANGRE DEL DRAGÓN                                              ,450,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1138,DRAGONERO 02: EL SECRETO DE LOS ALQUIMISTAS                                     ,450,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1139,DRAGONERO 03: LOS IMPUROS                                                       ,450,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1140,DRAGONERO 04: LA FORTALEZA OSCURA                                               ,450,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1141,DRAGONERO 05: LA REUNION DE LOS SCOUTS                                          ,450,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1142,DRAGONERO 06: COLMILLO Y ACERO                                                  ,450,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1143,DRAGONERO 07: EN EL REINO DE ZEHFIR                                             ,450,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1144,FORTNITE: BATTLE ROYALE                                                         ,900,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1145,GAME OF THRONES: LA GUIA POP-UP DE PONIENTE                                     ,5.750,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1146,GRANBLUE FANTASY 01                                                             ,450,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1147,HARRY POTTER: HECHIZOS Y ENCANTOS UN LIBRO DE RECORTES                          ,1.750,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
1148,HARRY POTTER: HOGWARTS UN LIBRO DE RECORTES DE PELÍCULA                         ,1.920,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
